iter	RMSE
298	0.7317381878
299	0.7315662178
300	0.7313946533
301	0.7311339749
302	0.7310070153
303	0.7308976284
304	0.7307585749
305	0.7306632376
306	0.7305734654
307	0.730401104
308	0.7302693867
309	0.7300623256
310	0.7299289773
311	0.7298954773
312	0.7296904306
313	0.7296037758
314	0.7292904238
315	0.7290436026
316	0.7288412134
317	0.728620526
318	0.7284791294
319	0.7283570609
320	0.7281762275
321	0.7280920114
322	0.7279143958
323	0.7278196162
324	0.7277374726
325	0.7274759951
326	0.7274136683
327	0.7271949695
328	0.7271176197
329	0.726931652
330	0.7266789461
331	0.7264760525
332	0.7263242655
333	0.7260370847
334	0.7258840123
335	0.7255612707
336	0.7254338889
337	0.7252181811
338	0.7251033065
339	0.7250138145
340	0.7248174924
341	0.7246403226
342	0.7245393239
343	0.7244174552
344	0.7241539696
345	0.7239582191
346	0.7237583913
347	0.7236369719
348	0.723504265
349	0.7232487889
350	0.7230745476
351	0.722922608
352	0.7227860226
353	0.7226959094
354	0.7225592448
355	0.7224405144
356	0.7222887626
357	0.7220619451
358	0.7218967247
359	0.7215717515
360	0.7215188311
361	0.7213420796
362	0.7212670657
363	0.721083969
364	0.7210001009
365	0.7208717437
366	0.7206903218
367	0.7205604707
368	0.7205057721
369	0.7203813927
370	0.7202130965
371	0.7200007317
372	0.7198988408
373	0.7196852861
374	0.7194690111
375	0.7193227433
376	0.7192546231
377	0.7191099529
378	0.7189510336
379	0.7188002725
380	0.7186334987
381	0.718545165
382	0.7184430136
383	0.7182389948
384	0.7180907605
385	0.7178367426
386	0.7177059741
387	0.7175660155
388	0.717417122
389	0.7172956358
390	0.7171125068
391	0.7169330923
392	0.7168169121
393	0.7165984998
394	0.7164880664
395	0.7162481415
396	0.7161229741
397	0.7159224144
398	0.7156862638
399	0.7154349368
400	0.7152716437
401	0.7152041384
402	0.7150979192
403	0.7149384604
404	0.7145745813
405	0.7144490505
406	0.7142658607
407	0.7140085049
408	0.7138051878
409	0.7136325973
410	0.7134218637
411	0.7132126502
412	0.713139738
413	0.7130085934
414	0.7129239204
415	0.7127850642
416	0.7126582095
417	0.7125264803
418	0.7124391476
419	0.7123450764
420	0.7121963556
421	0.7120405196
422	0.7119414119
423	0.7116683295
424	0.7115109828
425	0.711398238
426	0.7112719543
427	0.7110312527
428	0.7109162427
429	0.7107170799
430	0.7105622452
431	0.7104627749
432	0.7103988448
433	0.7101934102
434	0.7101132468
435	0.7099725072
436	0.7096717125
437	0.7095009365
438	0.7094268656
439	0.7092872179
440	0.7091507445
441	0.7090084549
442	0.7088512351
443	0.7086693557
444	0.7085286364
445	0.7083956748
446	0.7082336346
447	0.7081773397
448	0.7081275656
449	0.7080085112
450	0.7077174411
451	0.7076317343
452	0.7075165358
453	0.7074557456
454	0.7072875063
455	0.7071947452
456	0.7070761227
457	0.707026783
458	0.706690684
459	0.7066250287
460	0.7064540473
461	0.7063082855
462	0.7062226912
463	0.7061177577
464	0.7059931737
465	0.7058511155
466	0.7057233681
467	0.7056434971
468	0.7053748217
469	0.7051808335
470	0.7049621818
471	0.7046989843
472	0.7045638173
473	0.7044527945
474	0.7042841352
475	0.7040625106
476	0.7038842093
477	0.7037227135
478	0.7036269502
479	0.7035309253
480	0.7034074546
481	0.7032982493
482	0.7032338774
483	0.7030484151
484	0.7029994507
485	0.7028549006
486	0.7027153441
487	0.7026120139
488	0.7023556774
489	0.7021959068
490	0.7021131431
491	0.7019516353
492	0.7017569842
493	0.7016754962
494	0.7015669577
495	0.7012518008
496	0.7011068823
497	0.7009962195
498	0.7008297027
499	0.7007499213
500	0.7005941193
501	0.7004704729
502	0.700385691
503	0.7003302367
504	0.7002032908
505	0.7000781594
506	0.6999062834
507	0.6997529176
508	0.6996874318
509	0.6996003087
510	0.699438208
511	0.6992965385
512	0.699156523
513	0.6990665917
514	0.6989206148
515	0.6988600747
516	0.6987536646
517	0.6985923101
518	0.6984478681
519	0.6983570623
520	0.6982609615
521	0.6981967288
522	0.6981206711
523	0.6980073297
524	0.6978038301
525	0.6977139221
526	0.6975371098
527	0.6974167097
528	0.6973392768
529	0.6971718593
530	0.6970920888
531	0.697000512
532	0.6967694959
533	0.6966641362
534	0.6964165171
535	0.6962872722
536	0.6962272921
537	0.6961674203
538	0.6960473167
539	0.6959329878
540	0.6958087778
541	0.6956810441
542	0.6955461796
543	0.6954119901
544	0.6953113267
545	0.6952253105
546	0.6950534934
547	0.6949840369
548	0.6948243012
549	0.6947623385
550	0.6946161626
551	0.6944899931
552	0.6943755678
553	0.694168709
554	0.6940779591
555	0.6939685385
556	0.6938038018
557	0.693665281
558	0.6935386931
559	0.6933375619
560	0.6932717797
561	0.6931239069
562	0.6929860327
563	0.6928750917
564	0.6927316851
565	0.692567525
566	0.6924768123
567	0.6923991727
568	0.6921586321
569	0.692068294
570	0.6919735286
571	0.6917888447
572	0.6916951755
573	0.6915451684
574	0.6914815126
575	0.6913422028
576	0.6912735513
577	0.6911748274
578	0.6910871655
579	0.6909500089
580	0.6907750609
581	0.6905741971
582	0.690459842
583	0.6903671672
584	0.6901998813
585	0.6901143741
586	0.6899288656
587	0.6898061667
588	0.6897262485
589	0.6896831493
590	0.6894741125
591	0.6893346591
592	0.6892712526
593	0.689062976
594	0.68884925
595	0.688782711
596	0.6885891224
597	0.6884497007
598	0.6883549677
599	0.6882650947
600	0.6881587733
601	0.6880025008
602	0.6878797442
603	0.6877710961
604	0.6876507821
605	0.6874720018
606	0.6873244589
607	0.6872614953
608	0.6871769388
609	0.6870715225
610	0.6870030823
611	0.6868520198
612	0.6867230706
613	0.6865981943
614	0.6864943739
615	0.6864026896
616	0.6862390201
617	0.6861024433
618	0.6859706756
619	0.68584187
620	0.6857072316
621	0.6855869305
622	0.6854466215
623	0.685374218
624	0.6852599746
625	0.6851605319
626	0.6849026729
627	0.6847842469
628	0.6846449455
629	0.684574138
630	0.684452247
631	0.6843235885
632	0.6842012572
633	0.684025492
634	0.6839617304
635	0.6839054685
636	0.6837377248
637	0.6836042403
638	0.6834875873
639	0.6833858337
640	0.6832050324
641	0.683108431
642	0.6829139775
643	0.6827137386
644	0.6825925246
645	0.6825040763
646	0.6824537271
647	0.6823204601
648	0.682242624
649	0.6821194823
650	0.6819763727
651	0.6818299531
652	0.6817345526
653	0.6815843084
654	0.6813995693
655	0.6812880688
656	0.6810553085
657	0.6809380522
658	0.6808590158
659	0.6806952048
660	0.6806178338
661	0.6804932438
662	0.6803319807
663	0.680284141
664	0.6801204895
665	0.6800457223
666	0.6799416483
667	0.6797750506
668	0.6796653192
669	0.6795960737
670	0.6793826984
671	0.6792631902
672	0.6789696611
673	0.6788075191
674	0.6786341249
675	0.6784595344
676	0.6783670953
677	0.6781779371
678	0.6780819167
679	0.6779861073
680	0.677902644
681	0.6777917702
682	0.6776690768
683	0.6775469185
684	0.6774707146
685	0.6773156565
686	0.677241672
687	0.6771167864
688	0.6770174442
689	0.6769473376
690	0.6768726998
691	0.6768018913
692	0.6766788463
693	0.6764902345
694	0.676358678
695	0.6763043576
696	0.6761274145
697	0.6759976219
698	0.6758480015
699	0.6757509459
700	0.6757070237
701	0.6755938051
702	0.6755212107
703	0.6754262219
704	0.6753171497
705	0.6751769508
706	0.6750923506
707	0.6750469668
708	0.674809013
709	0.6747185454
710	0.6746029162
711	0.6745049069
712	0.6744235064
713	0.6742991807
714	0.6741545668
715	0.6739952526
716	0.6739141846
717	0.6737991577
718	0.6736755418
719	0.6735844327
720	0.6734782551
721	0.6732635832
722	0.6731945483
723	0.6731232548
724	0.6730050823
725	0.6729016674
726	0.6727285476
727	0.672517959
728	0.6723990934
729	0.6722598632
730	0.6722007316
731	0.6720473024
732	0.6719875787
733	0.6719124194
734	0.6718154907
735	0.6716612454
736	0.671485007
737	0.6714090497
738	0.6712396049
739	0.6711119617
740	0.6709538212
741	0.6708360054
742	0.670717352
743	0.6706656047
744	0.6705502244
745	0.6703873573
746	0.6703013831
747	0.6701781322
748	0.6699455009
749	0.6697900461
750	0.6695628179
751	0.6694426703
752	0.6693022074
753	0.6692136051
754	0.6690834504
755	0.6690073965
756	0.6688830674
757	0.6686542237
758	0.6685054613
759	0.66838507
760	0.6682971034
761	0.6681866762
762	0.6680038952
763	0.667779748
764	0.6676272547
765	0.6674453815
766	0.6673732178
767	0.6672942841
768	0.667232627
769	0.667116214
770	0.6670106834
771	0.6668792878
772	0.6667544239
773	0.6666938263
774	0.6665902923
775	0.6664563905
776	0.6663497636
777	0.6661179845
778	0.66601633
779	0.6659409316
780	0.6657984921
781	0.6657160136
782	0.665589567
783	0.6654596679
784	0.6652937138
785	0.6652359275
786	0.665057777
787	0.6649535584
788	0.6647500459
789	0.6646409058
790	0.6644142798
791	0.6642967205
792	0.6641688594
793	0.6640264698
794	0.6638804266
795	0.6638071086
796	0.6636422272
797	0.6635303026
798	0.6634458491
799	0.6633007689
800	0.6631428255
801	0.6630710885
802	0.6629973357
803	0.6628378029
804	0.6627534086
805	0.6626514342
806	0.6625913623
807	0.6624360608
808	0.6623709193
809	0.6621657318
810	0.662064604
811	0.6620135318
812	0.6619476832
813	0.6618649053
814	0.6617724121
815	0.6616269958
816	0.661487053
817	0.6613562697
818	0.6612098263
819	0.6610270404
820	0.6609303219
821	0.6608559289
822	0.6607213794
823	0.6606274625
824	0.6605349165
825	0.6603376623
826	0.6602476626
827	0.6601646287
828	0.6599893727
829	0.6599062989
830	0.6597820716
831	0.6596807588
832	0.6595266008
833	0.6593876882
834	0.6592570372
835	0.6591225945
836	0.6590136117
837	0.6588974869
838	0.6588232566
839	0.6586992713
840	0.658530955
841	0.6584184588
842	0.6582713676
843	0.6581232701
844	0.6580589239
845	0.6580304434
846	0.6578108457
847	0.6577264472
848	0.6576407488
849	0.6575541365
850	0.6575039312
851	0.6574110838
852	0.6573385538
853	0.6572802332
854	0.657185193
855	0.6570732928
856	0.6569248674
857	0.6568702439
858	0.656733352
859	0.6566519995
860	0.6564858298
861	0.6563466298
862	0.6562342061
863	0.656139854
864	0.6560584654
865	0.6559565357
866	0.6558580473
867	0.6557443588
868	0.655677729
869	0.6555558346
870	0.6554025024
871	0.655232576
872	0.6551337534
873	0.6550480718
874	0.6549200766
875	0.6547333915
876	0.6546344936
877	0.6545415154
878	0.6544403134
879	0.6543221077
880	0.6541424763
881	0.6540544392
882	0.6539775421
883	0.6538547793
884	0.6537987458
885	0.6537374016
886	0.6536641293
887	0.6535750965
888	0.6535282282
889	0.653363309
890	0.6530882968
891	0.6529516156
892	0.6528692205
893	0.6528041308
894	0.6526567833
895	0.6525942967
896	0.6524928088
897	0.6524203943
898	0.6523097102
899	0.6521917302
900	0.6521028093
901	0.6519892333
902	0.6519032498
903	0.6517501055
904	0.6515863714
905	0.6514629023
906	0.6513052813
907	0.6512321482
908	0.6510410408
909	0.6509399758
910	0.6508036343
911	0.6506446328
912	0.6505752739
913	0.6503974002
914	0.6503469865
915	0.6502446687
916	0.65018077
917	0.6501427584
918	0.6500266953
919	0.649980937
920	0.6498986177
921	0.6497199118
922	0.6496441767
923	0.649536547
924	0.6494144024
925	0.6492813268
926	0.6492184034
927	0.6491201491
928	0.6489163952
929	0.6488204747
930	0.6487396838
931	0.6486945099
932	0.648619277
933	0.6484362453
934	0.648378282
935	0.6482364532
936	0.6480762355
937	0.6480061436
938	0.6479073998
939	0.6478336931
940	0.6477529101
941	0.6476842892
942	0.6475581552
943	0.6474473592
944	0.6473762789
945	0.6473007025
946	0.6472437485
947	0.6470245328
948	0.6469420368
949	0.6468318369
950	0.6467654441
951	0.6466572399
952	0.6464492886
953	0.6463464831
954	0.6462554751
955	0.6461552753
956	0.646096145
957	0.6459305529
958	0.6458443913
959	0.6457820046
960	0.6457000781
961	0.6455992039
962	0.6455101271
963	0.6453978861
964	0.6451982765
965	0.6449849656
966	0.6448618519
967	0.6447479331
968	0.6446904122
969	0.644563217
970	0.6444191363
971	0.6443216982
972	0.6442647413
973	0.6441923125
974	0.6440634316
975	0.6439679292
976	0.6438316517
977	0.6436787258
978	0.6435923094
979	0.643473041
980	0.6433807466
981	0.643312574
982	0.6432194002
983	0.6431633241
984	0.6431041964
985	0.6429928643
986	0.6429160415
987	0.6428636925
988	0.6428168901
989	0.6427548162
990	0.6426744189
991	0.6425976845
992	0.6425243371
993	0.6424358179
994	0.6423595493
995	0.6423053312
996	0.6422547596
997	0.6421513253
998	0.6420473069
999	0.6419276792
